width,creator_id,height,video_description,comment_count,like_count,duration,create_time,view_count,share_count,video_id
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,unboxing on fitness!,4581,415231,19,1752417483,476132,3920,a2809714-77d8-47c1-8abc-799a1872ea33
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,challenge on beauty!,5480,146770,160,1749825483,,,86d7b143-f276-4f4f-9cb7-d3ce60972cbb
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,720,unboxing on travel!,8543,,105,1749998283,889167,194,fe6f3af0-1f15-418e-b183-5604c84f4f37
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,challenge on travel!,4522,490098,31,1751121483,296452,4496,50ec05b6-4186-456e-8adf-0c6e4e57f088
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,720,challenge on travel!,2762,430250,96,1752590283,35596,0.0.0,eb94ad26-4fee-444e-9293-af0b4f9c36b9
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,reaction on food!,1863,,30,1752590283,,3130,d513f00f-6777-4430-9441-212643cb5437
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,720,review on fashion!,7085,320796,109,1752676683,270530,1985,3726a9b7-61e5-47cd-85a7-4ed33da216f9
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,720,unboxing on travel!,1897,467092,92,1749566283,763272,3767,70226275-0fb1-43bc-aef8-1063e4b4da6d
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,720,review on food!,3613,265500,131,1752590283,865599,4375,5eda961d-92e4-48ca-859f-ad175a7bc096
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,review on travel!,2116,249868,74,1752244683,223108,970,acaf21ec-26d1-4270-b69d-9ebe2131fde5
720,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,unboxing on food!,8883,40304,51,1748183883,574085,765,ca4f16dd-5f6f-4caf-a741-b0e5b0a38ed6
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,unboxing on travel!,2032,,114,1749047883,119678,2696,3fe2777a-f033-4b1a-9ca5-8bf9ad1fd106
1080,258eef1d-b87f-4c68-bd31-7cf57049eda6,1080,reaction on food!,8962,0.0.0,81,1750171083,771934,2408,5c4c34cb-aa3a-4266-8d4d-0c7c63d801b6
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on tech!,7386,269758,28,1749911883,NaN,154,425f1540-e989-4c85-bd2d-b98bdadc40c7
0.0.0,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on food!,8091,370877,106,1748443083,954732,4418,8a2cbb72-fa0d-4e1f-9d41-9d885ff1957b
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,vlog on fashion!,8141,199075,14,1750603083,64178,,fc2fe5fe-ac45-4221-a41f-6cf94905b35b
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,reaction on fashion!,2141,296386,178,1751035083,944777,2725,0993bdc1-2730-43b5-a033-f8e6d9bf7668
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,vlog on fitness!,1416,,88,1751467083,351879,4835,06be76dd-6af7-42eb-8d66-72d3befaa509
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,vlog on beauty!,5019,95276,176,1748788683,557169,4789,dcecdd25-26ec-4803-ab2d-fe63e48d748d
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,vlog on travel!,5271,486181,77,1752331083,721458,4378,25961fd2-cb34-44d2-9dbc-0e100933d31c
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,vlog on food!,9783,106385,117,1752331083,96930,3663,f98464ad-deca-4a60-94a6-b27008b756b1
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,review on fitness!,6444,202566,36,1747838283,268731,0.0.0,333dca0a-f5a6-4d31-81b8-24ef179ea25e
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,challenge on fashion!,2570,250896,22,1748702283,382401,2028,8ff4b406-c09f-4e8d-afca-30bbd8888c45
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on fashion!,9268,0.0.0,64,1748788683,811062,3830,1c69e6f9-67fe-490e-9f04-a98d85ec1187
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,reaction on tech!,1890,491178,85,1750775883,29980,3945,f7a39163-eefa-480c-a906-eb85e1c34f68
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on food!,5432,293213,165,1749911883,344754,4948,f96bf45e-b5a8-4472-81fc-dbf02d56e860
,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,vlog on fitness!,8826,200917,115,1750603083,589031,768,88b2f05b-4adc-45c9-b8f0-169f18934461
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,reaction on beauty!,1945,18085,131,1751812683,,616,9c445707-cb6f-4a61-81fe-dbd43b832d2e
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,NaN,vlog on fashion!,5055,205271,52,1747924683,897477,4550,9c9028c1-a40d-4bca-8df1-0b6c5e93f133
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,unboxing on food!,,483023,,1752158283,328487,1126,4bec9438-4371-461f-a402-b61b25d3c49d
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,challenge on tech!,8023,312720,75,1751553483,50111,?,4e9a2418-7809-4dd0-8fc6-c03f6b2040a1
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,unboxing on tech!,8349,,174,1748615883,647142,2920,f0d1599a-663e-4d0e-bdc8-b2da21ce4576
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on beauty!,2280,243061,43,1749739083,630929,?,e5cddc96-06ce-4f7b-9d63-00d03b4e9e1f
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on food!,2030,446985,75,1752935883,130592,3534,fe33e8f8-ff38-4d81-a2dc-e289477dff11
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,unboxing on travel!,,472497,142,1749134283,924771,1708,a538a9a7-6b80-4c4b-871c-5d7f70e7e064
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,review on fashion!,8565,172606,17,1751899083,173215,1550,de896ab6-c811-4270-b53b-a56e5b125566
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,challenge on food!,2252,NaN,100,1748875083,393938,0.0.0,aaa797a4-7aba-4a70-9744-9ed6007091ce
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,reaction on fashion!,?,78086,22,1749479883,117435,1755,2df726ea-dd14-4222-aeb3-7ed77132e080
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,review on food!,2972,395400,148,1751207883,29686,2801,127b8545-f138-429d-8aea-74b39c563fed
720,96f72b0a-aaba-4832-87c9-dd971a7d6895,720,reaction on fitness!,7423,466785,106,1748270283,836326,1707,0079836f-4072-477c-a998-3cfe1f90466d
1080,96f72b0a-aaba-4832-87c9-dd971a7d6895,1080,unboxing on tech!,3414,2533,113,1748443083,750166,1545,86d558bb-ba41-42da-80f7-fa4e92f0fe50
0.0.0,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,review on food!,,154936,48,1748356683,234935,1760,0381e578-70f6-4f61-a9f0-56b4917e5057
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,vlog on fitness!,8087,41384,67,1750084683,680883,1570,8f7d6b20-ea95-48a8-8070-6fb2624d95fe
720,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,unboxing on food!,9392,63557,124,1750862283,248779,425,b84cd5d7-53ec-4fb4-a5bb-302dae4fc09f
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,challenge on fitness!,6604,407786,135,1750516683,749458,2069,6479d4b0-d818-4d6a-b740-82ed1eceb50c
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,review on travel!,1712,0.0.0,106,1748875083,86998,862,bdeeea87-0175-417f-b4a5-47c1b71f2537
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,review on tech!,356,277881,29,1748875083,297633,1861,006ec375-b24c-4b0e-aec5-9dad39bb7fb8
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,challenge on travel!,7451,70136,45,1749739083,801360,4799,988ec899-bdad-4ef4-8d76-f91614214813
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,review on tech!,403,409823,151,1748702283,407352,4519,003ab1e9-4a48-490c-903e-57209e6d9ce5
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,review on food!,6581,166729,166,1748702283,885731,,9f630827-48d6-4783-b25b-85a6be712afe
720,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,vlog on fashion!,1002,413364,166,1749739083,532746,1143,8e4d0c10-d346-4d2e-9645-85b57537578d
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,unboxing on fashion!,5758,379378,NaN,1748443083,360516,1813,04865b86-e858-4a65-867e-db4747582988
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,vlog on food!,0.0.0,383215,10,1749220683,175834,4276,b6d33412-357e-4a69-8f66-4b87cc0591e1
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,unboxing on beauty!,3372,158219,165,1751380683,237632,1978,f5da50dc-bac9-42c2-b579-2c08ddf5f588
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,reaction on food!,5424,293127,56,1750603083,?,4982,f3640fcb-ee88-4e67-8643-47d6805c5de1
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,reaction on beauty!,5227,228375,18,1747924683,759939,3509,1a2020c3-b962-4635-98ef-1865a675c8a2
720,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,unboxing on beauty!,2491,292779,49,1749134283,,3406,a30c96b5-2d6b-4c6b-9c5b-0b9d25234af1
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,720,vlog on travel!,431,332794,24,1751812683,44932,2177,dae9311a-2f10-4e96-8669-8a417396df22
1080,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,vlog on beauty!,3143,NaN,105,1752849483,NaN,NaN,ca14436e-bab9-4c3d-90a8-182ae1fdcdea
720,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,vlog on food!,8698,,63,1748615883,613263,1438,795ffaee-3c26-4173-81c3-2ab35b13113c
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,challenge on beauty!,5740,378302,100,1751121483,484287,4770,498a40bc-0ebf-469d-9622-2949d35773df
720,31859246-5b80-488e-a771-3bd7c1d68c6c,1080,review on beauty!,0.0.0,489272,95,1752331083,325533,2078,93c28886-b0fa-4eb0-b68a-b6bd2a389cc2
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,reaction on beauty!,3844,90901,65,1751207883,477415,1331,3471cfea-7133-44d7-a248-ca582ef17797
720,31859246-5b80-488e-a771-3bd7c1d68c6c,720,reaction on beauty!,4889,379687,43,1748788683,86259,2421,7092e6a0-3efe-4ab7-9b02-245f4deac6b8
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,review on fitness!,5072,27050,78,1751380683,271593,696,0ee132a7-9998-40cc-a33f-2e207b9d3528
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,vlog on fitness!,4548,420283,152,1751812683,28022,3589,ae60ef6b-7d87-425d-aec9-388083cd3d70
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,vlog on beauty!,2390,211964,62,1751121483,738520,3487,8a199147-3f2b-4eff-91d2-2a03abd1f6f1
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,review on food!,5407,143562,25,1749307083,241866,723,192e4728-e5a9-4519-a5c9-fa0cbe94f388
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,reaction on tech!,NaN,135191,49,1748875083,,4360,79e9b094-cedc-4ce7-8ba2-1961f6661249
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,,4794,85755,114,1750948683,954029,3585,1706c394-601b-4da3-9ff1-8c5609520af0
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,vlog on fitness!,760,281111,54,1751380683,495455,61,f4c7cfb6-3fa9-41a2-b8c3-e5051269ff42
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,unboxing on fitness!,5791,39294,102,1749047883,182731,3161,deaabb74-2f2b-4efa-ae41-8dbe39fcea8d
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,challenge on fitness!,1335,123234,48,1751207883,641574,3134,c44cf22e-d869-48f5-b91e-bda138578ba5
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,NaN,vlog on tech!,5107,168486,112,1748702283,683331,2538,c75120ca-4d29-4d99-b669-8e435f78dfcb
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,challenge on beauty!,2771,314495,69,1752503883,823579,4737,b95a98bf-5d58-4e2e-b3c4-5b7080d534a5
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,reaction on travel!,9190,82019,75,1749220683,737372,173,ae2e6dc3-aeaf-41bc-80d5-4296e59e1d38
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,vlog on travel!,82,,161,1749393483,443714,4369,67dfa843-c1b4-4596-b5a3-6a07ea6b22ce
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,720,reaction on tech!,146,481738,133,1751380683,98383,2089,7f1eb7d4-a2c2-40bc-ac7e-ef10185f55bd
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,vlog on food!,3239,387955,73,1752158283,202497,2939,7066e293-74ff-491d-9d40-bdb08bd7fd1a
720,72f7986e-d51c-4467-a8fb-ad19342a0c51,1080,vlog on fashion!,1732,405607,45,1748615883,185810,3382,33b7a12f-821f-4fa3-844b-a34421d486a9
1080,72f7986e-d51c-4467-a8fb-ad19342a0c51,,unboxing on fitness!,9960,180796,24,1750084683,221359,4106,db2af03c-bd1c-4e7a-af5a-e11eebaf4748
720,b125a889-653c-409e-8db6-09350ac586ee,720,challenge on food!,9326,334161,106,1752071883,106390,2845,2f9f7ff5-b9d5-44d9-a1aa-bb3cd1da8a06
720,b125a889-653c-409e-8db6-09350ac586ee,1080,challenge on food!,8172,253606,65,1752417483,0.0.0,3501,0830e654-768b-4bc4-be05-101f7ad4882d
720,b125a889-653c-409e-8db6-09350ac586ee,720,reaction on beauty!,6231,53257,64,1752935883,234604,43,ed66d9c0-f71f-4fa7-8904-fe549b5cf01f
720,b125a889-653c-409e-8db6-09350ac586ee,,challenge on food!,8704,490085,96,1752935883,,2003,12cf7035-ebf5-4b7d-afbf-cc256699790b
1080,b125a889-653c-409e-8db6-09350ac586ee,,review on fashion!,516,46662,11,1752071883,496613,1924,053eb332-8d8e-401d-aa72-c9ad6daabb28
720,b125a889-653c-409e-8db6-09350ac586ee,720,review on fitness!,,374666,125,1747838283,161265,4679,857c51dd-5deb-4273-94e8-2f0d25eb063b
1080,b125a889-653c-409e-8db6-09350ac586ee,1080,vlog on travel!,4180,326223,162,1749047883,929010,3501,b5852be4-07b6-486d-b9e7-59637240bc47
720,,1080,reaction on fashion!,1928,329851,71,1749479883,792221,1729,f4937c18-c442-4650-969b-ec6b03ab7113
1080,b125a889-653c-409e-8db6-09350ac586ee,720,challenge on tech!,7115,493833,171,1748702283,322834,4875,e1913078-c311-48d3-aa7d-80e643cab5ec
720,b125a889-653c-409e-8db6-09350ac586ee,1080,unboxing on tech!,2982,94588,124,1748615883,526155,2058,fd2d10dd-a77c-47a1-8945-836c1fb277fb
720,b125a889-653c-409e-8db6-09350ac586ee,1080,vlog on travel!,887,139895,180,1752244683,423015,2412,018de082-cd78-415b-90a5-35dbae0c4f65
1080,b125a889-653c-409e-8db6-09350ac586ee,720,challenge on tech!,3099,445534,166,1749825483,542145,,241af5c1-aaac-4f6a-9302-af8b740e14d1
1080,b125a889-653c-409e-8db6-09350ac586ee,1080,challenge on food!,?,NaN,109,1752158283,259267,3447,cd7203e7-042a-43f6-91cd-a0fbbfd1e6fc
720,b125a889-653c-409e-8db6-09350ac586ee,1080,challenge on tech!,3942,417040,117,1750603083,147890,600,19248665-3657-4ecb-92f0-a1b011f32f29
1080,b125a889-653c-409e-8db6-09350ac586ee,720,vlog on fashion!,3078,?,141,1751467083,901927,3985,7b45b566-5fbb-476d-8197-a7b49c402559
720,b125a889-653c-409e-8db6-09350ac586ee,720,challenge on fitness!,2001,277491,48,1752071883,826370,1445,3e93a604-bc2a-4220-9102-efa3c1e42cfa
,b125a889-653c-409e-8db6-09350ac586ee,720,challenge on travel!,5160,195189,168,1751726283,729651,240,21989a70-4e91-4c3a-a0d5-489af0586ee3
1080,b125a889-653c-409e-8db6-09350ac586ee,1080,review on fashion!,2799,25017,180,1751899083,43879,2513,cbade2ee-d7e0-4bac-9b84-796a4d11f269
0.0.0,b125a889-653c-409e-8db6-09350ac586ee,1080,review on tech!,3277,315663,166,1751207883,817248,1559,2c7450db-e8b9-4456-bf73-d1600189cb29
720,b125a889-653c-409e-8db6-09350ac586ee,1080,review on tech!,8042,?,92,1750603083,229293,550,ca6e5ca1-9fdc-4926-bf5b-fcb321416923
1080,b125a889-653c-409e-8db6-09350ac586ee,720,unboxing on fashion!,4630,389920,11,1751035083,589307,2884,a7c7b153-b1e9-4d72-bcac-f98fe3b93217
720,b125a889-653c-409e-8db6-09350ac586ee,1080,reaction on tech!,8939,256868,144,1750689483,434171,880,86d2206f-9790-4472-a476-56e1d46ebbbb
1080,b125a889-653c-409e-8db6-09350ac586ee,720,vlog on food!,9496,179548,129,1752935883,951632,3767,92e77ac3-17aa-4454-85b9-87f99493167d
,b125a889-653c-409e-8db6-09350ac586ee,1080,vlog on tech!,5380,438537,88,1750775883,868325,4943,a4848873-d629-4244-828c-fa64a785ad1f
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,vlog on beauty!,5840,0.0.0,60,1748615883,400761,4128,b1f18759-3db3-4f1d-a2c6-14fae7a0be6b
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,challenge on fitness!,,,158,1750775883,687453,1038,a56be547-97bb-490b-9e8a-9aeacfbf551d
?,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,reaction on travel!,4153,262306,79,1749739083,0.0.0,2661,4ba5c3bd-4023-42c3-89fa-e2aef4969348
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,unboxing on tech!,?,128775,125,1750430283,942498,NaN,882b3591-1b8d-4321-9c0e-3a9c15a0bc76
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,challenge on food!,9780,291442,144,1751380683,121007,3051,0fdaaad3-832f-4bbc-b9ff-eb604a747018
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,unboxing on fitness!,3428,349740,59,1749393483,0.0.0,4058,10239423-2852-4dd7-ae03-135da14b4136
NaN,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,vlog on fashion!,45,1538,112,1751812683,391126,2607,0a608aa4-4de7-437a-9a23-578c075054dc
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,vlog on food!,3075,419547,178,1752158283,677502,1310,9f3877cd-bbb4-4f49-be35-1ebf53fed375
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,unboxing on travel!,8255,,120,1749652683,521873,3318,971c03f2-7300-40fb-a386-e2179ee908c9
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,unboxing on tech!,?,151649,174,1750603083,,1573,6d638bfb-075b-43e3-be7d-7d7c34814939
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,reaction on beauty!,7300,16694,33,1750948683,150659,?,3279be86-ba60-463c-841e-af5ea8233457
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,vlog on beauty!,8612,,42,1749134283,68325,686,0b1486ff-76d5-4e20-9d30-df4d378bf425
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,unboxing on food!,9365,19737,109,1751380683,578449,1003,77a18e8b-3696-4a9c-b2eb-29c14610734f
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,unboxing on fitness!,2522,125415,59,1749566283,,1123,4caa66ca-1ee8-4394-95ae-b8f935f75d9f
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,reaction on tech!,420,114911,138,1748183883,202196,416,66938fa8-302f-4c3d-86c9-c735fea08dbc
NaN,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,review on fitness!,4119,0.0.0,100,1747924683,450256,,14d5b20f-e1da-402c-9f83-6a94b8ec09ef
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,reaction on fashion!,?,490971,132,1752676683,802290,2571,4ecee844-6afc-42fa-b8ec-9d9f26c3b1b9
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,review on fitness!,,368720,127,1748011083,119055,NaN,d5fd6552-9c8c-4b64-ab40-8de33a50b4d4
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,unboxing on fashion!,8411,25382,64,1752158283,26536,3317,f9a41211-732f-488d-a96d-c29f03ac280b
,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,reaction on travel!,4200,298306,27,1752590283,995121,1243,cfe1ac15-fb33-46c7-ba78-fd0baef878a1
NaN,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,review on fashion!,1332,51860,65,1749739083,,0.0.0,86d40d9d-3c53-47a2-9d5c-36b91143fa98
1080,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,reaction on food!,7350,178688,35,1751639883,,2222,b35585e9-e1af-4692-84fe-336f32caf47b
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,1080,challenge on tech!,6805,13559,82,1749911883,431938,3924,42d37cf8-2bf8-4974-af30-9ef6e2ed8a12
720,f4d3ce25-a3f0-419c-8207-708d084c1be5,720,vlog on travel!,2733,175155,93,1751121483,674029,600,6835f952-8471-4993-845e-91bd39fc11c1
1080,dc07beac-960a-4534-936d-0ac32e1178ed,1080,reaction on travel!,5621,94534,?,1749307083,686967,NaN,1f0e8bcf-b036-43f9-9df3-a63e7543e627
1080,dc07beac-960a-4534-936d-0ac32e1178ed,720,review on fitness!,5477,378109,86,1748356683,911736,?,d0a61121-6481-460f-9ee1-2d7ff5db9f88
1080,dc07beac-960a-4534-936d-0ac32e1178ed,720,review on beauty!,9492,229510,174,1752331083,118009,1424,c0708112-7100-41a3-9fc5-8486e75ec043
720,dc07beac-960a-4534-936d-0ac32e1178ed,720,review on food!,9654,10890,12,1750516683,623797,1024,4ea64612-d219-4f61-bfb2-2d1e125ba9fa
720,dc07beac-960a-4534-936d-0ac32e1178ed,1080,unboxing on food!,3781,186165,115,1752331083,584729,1026,93d9a741-bf16-42d3-8f56-9ab398293225
1080,dc07beac-960a-4534-936d-0ac32e1178ed,720,unboxing on fashion!,,434364,,1749307083,983128,4489,023718e1-4d6d-4e17-b0f6-265460cf0e3a
1080,dc07beac-960a-4534-936d-0ac32e1178ed,1080,review on fashion!,5369,435021,55,1749911883,,1007,bf6d1125-6301-4466-8e35-8a645b96c0b1
1080,dc07beac-960a-4534-936d-0ac32e1178ed,1080,review on fitness!,0.0.0,477520,21,1748615883,316208,2865,2550ba06-d1b2-4d06-8c88-9350bbeabd79
720,dc07beac-960a-4534-936d-0ac32e1178ed,1080,review on fashion!,1837,46399,132,1751985483,70221,2859,714bc1e1-0eb3-49b0-97a9-3b31701260c5
720,dc07beac-960a-4534-936d-0ac32e1178ed,720,review on food!,5752,450425,175,1749134283,,1807,80b9b497-8ec3-4d6e-812d-eabc4f808276
720,dc07beac-960a-4534-936d-0ac32e1178ed,720,unboxing on fashion!,6940,0.0.0,79,1748356683,407549,2627,d8b66dc0-fb1d-45f5-a1d8-bfe14ece7814
720,dc07beac-960a-4534-936d-0ac32e1178ed,1080,vlog on fitness!,6990,349079,102,1751467083,817813,1384,75a6a40b-152a-431d-883a-f909db47591b
1080,dc07beac-960a-4534-936d-0ac32e1178ed,720,unboxing on fashion!,6382,342960,22,1752158283,101935,2009,5303477e-b36d-4129-b22f-e19dbefe1349
720,dc07beac-960a-4534-936d-0ac32e1178ed,1080,unboxing on travel!,5362,284469,57,1748443083,?,1536,8c76a78c-52c6-44ad-9645-a42e4ed7e828
720,dc07beac-960a-4534-936d-0ac32e1178ed,1080,review on food!,3561,429384,79,1751899083,401275,2918,ae2a48b6-69e6-4516-891a-443dad5fa450
1080,dc07beac-960a-4534-936d-0ac32e1178ed,720,challenge on food!,442,444878,13,1748875083,950648,1448,93173dbd-481b-407c-8624-d4946ca3161b
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,reaction on travel!,2045,131790,72,1751899083,143269,4657,4dc55ae9-8ad3-48f8-b96b-aed12a0e95e9
720,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,review on fitness!,8626,0.0.0,166,1747838283,851861,1524,7bb4efd3-4624-4f12-a9ac-eb30fc1d495a
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,unboxing on food!,3195,123498,23,1749998283,227917,2421,781615b1-36e3-4082-aca0-0205ea0c861f
720,c51253aa-2f09-4e2a-83de-038a7a96675a,720,challenge on beauty!,9654,118628,44,1750689483,243262,2894,281683fa-07ab-41a1-be80-d3949f6fbed2
720,c51253aa-2f09-4e2a-83de-038a7a96675a,0.0.0,review on fitness!,798,496103,98,1748702283,640005,?,613a37e9-75b5-41d7-8d79-e2d327b5f09f
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,vlog on travel!,1608,40371,25,1752590283,?,1857,87bf9de5-ef17-48bb-9eb6-41e7da8102fa
720,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,challenge on fitness!,?,22603,10,1747838283,702591,1921,d914ac72-1d08-47b5-b0ea-20e416f0fbcf
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,,568,45637,90,1748011083,261191,NaN,f83f132f-d4f3-4ab6-84ea-99c4fec943e6
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,vlog on beauty!,2171,92616,91,1751985483,199227,3575,5d0ba3e0-b655-4c04-907e-5fb01a32105c
720,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,review on beauty!,1031,423604,141,1751035083,28725,3880,bc758394-4430-461d-a323-6fcdc3aaee20
720,c51253aa-2f09-4e2a-83de-038a7a96675a,720,unboxing on food!,8877,193918,61,1749047883,0.0.0,?,88487364-5738-4f83-84d9-637bb8fc7868
720,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,review on fitness!,3579,NaN,117,1751467083,952571,103,9ae03f6d-0da7-442f-9d91-b040c202faca
720,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,vlog on travel!,9520,32613,79,1748961483,NaN,2360,1a6a4b97-0363-482a-9420-4ac8d961370a
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,challenge on fashion!,,412374,52,1752158283,197137,2909,da49e344-34e3-40d1-947f-988d65c040a7
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,vlog on fashion!,6052,106836,162,1748270283,549247,4910,7c4ad5c7-3406-4613-a7d0-d688469be182
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,review on fashion!,6768,246497,18,1752935883,727448,4666,9bc63675-3d46-47da-b412-1a11e7b03edd
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,1080,challenge on fashion!,?,305671,102,1750689483,400961,NaN,8523a0cb-2411-4a15-95ae-225dfdb59a9e
720,c51253aa-2f09-4e2a-83de-038a7a96675a,720,vlog on beauty!,5537,218861,82,1750862283,444754,,e311c900-96d1-477b-b565-050226d8b39b
1080,c51253aa-2f09-4e2a-83de-038a7a96675a,720,review on fashion!,1896,402576,118,1750084683,536140,4656,43f9558c-a3f0-4407-ab2f-cc4c4cc9ae6c
